Name,[features]
Rock Bass,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=15.807758,queryMatchMigratory=0.0,queryMatchText=4.280205,originalScore=6.4203076"
Fennec Fox,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=1.589841,queryMatchMigratory=0.0,queryMatchText=4.204762,originalScore=6.307143"
Flounder,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=0.9320058,queryMatchMigratory=0.0,queryMatchText=4.1586103,originalScore=6.237916"
Humboldt Penguin,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=0.0,queryMatchMigratory=0.0,queryMatchText=4.115838,originalScore=6.173757"
Booby,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=1.7055569,queryMatchMigratory=0.0,queryMatchText=4.095598,originalScore=6.1433973"
Cockatoo,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=2.6549397,queryMatchMigratory=0.0,queryMatchText=4.0883117,originalScore=6.1324673"
Ayam Cemani,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=9.498329,queryMatchMigratory=0.0,queryMatchText=4.084901,originalScore=6.127351"
Polyphemus Moth,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=0.8461817,queryMatchMigratory=0.0,queryMatchText=4.0417824,originalScore=6.0626736"
Galapagos Penguin,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=0.0,queryMatchMigratory=0.0,queryMatchText=4.040024,originalScore=6.0600357"
Mexican Alligator Lizard,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=4.9631815,queryMatchMigratory=0.0,queryMatchText=3.9386911,originalScore=5.9080367"
African Golden Cat,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=2.5255296,queryMatchMigratory=0.0,queryMatchText=3.917764,originalScore=5.876646"
Birds Of Paradise,"queryMatchName=9.373534,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=1.6802914,queryMatchMigratory=0.0,queryMatchText=3.9024026,originalScore=5.853604"
Sussex Chicken,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=3.147156,queryMatchMigratory=0.0,queryMatchText=3.8773918,originalScore=5.8160877"
New Hampshire Red Chicken,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=6.460094,queryMatchMigratory=0.0,queryMatchText=3.815029,originalScore=5.7225432"
Orchid Dottyback,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=5.77708,queryMatchMigratory=0.0,queryMatchText=3.8062198,originalScore=5.7093296"
Barnevelder,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=5.6067214,queryMatchMigratory=0.0,queryMatchText=3.8021193,originalScore=5.703179"
Sandpiper,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=0.0,queryMatchMigratory=0.0030609134,queryMatchText=3.7612476,originalScore=5.6418715"
Snow Bunting,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=0.0,queryMatchMigratory=0.0030609134,queryMatchText=3.7356365,originalScore=5.6034546"
Lhasa Apso,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=0.8461817,queryMatchMigratory=0.0,queryMatchText=3.7255669,originalScore=5.5883503"
Larder Beetle,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=3.2789202,queryMatchMigratory=0.0,queryMatchText=3.7175565,originalScore=5.5763345"
