Name,[features]
Groenendael,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=1.9998418,queryMatchMigratory=0.0,queryMatchText=4.7269664,originalScore=7.09045"
Giraffe,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=0.0,queryMatchMigratory=0.0,queryMatchText=4.66802,originalScore=7.0020294"
Mongoose,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=0.0,queryMatchMigratory=0.0,queryMatchText=4.567856,originalScore=6.8517838"
Deer,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=0.0,queryMatchMigratory=0.0,queryMatchText=4.5044074,originalScore=6.7566104"
Bordoodle,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=1.9805464,queryMatchMigratory=0.0,queryMatchText=4.481084,originalScore=6.7216253"
Rhesus Macaque,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=3.220338,queryMatchMigratory=0.0,queryMatchText=4.450762,originalScore=6.6761427"
Wood Bison,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=2.055843,queryMatchMigratory=0.0,queryMatchText=4.3480616,originalScore=6.5220923"
Catalan Sheepdog,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=3.1076746,queryMatchMigratory=0.0,queryMatchText=4.331635,originalScore=6.4974527"
Black Mouth Cur,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=3.2772453,queryMatchMigratory=0.0,queryMatchText=4.3174763,originalScore=6.4762144"
Cotton Top Tamarin,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=0.0,queryMatchMigratory=0.0,queryMatchText=4.309997,originalScore=6.4649954"
Malayan Tiger,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=0.0,queryMatchMigratory=0.0,queryMatchText=4.3079405,originalScore=6.461911"
Hokkaido,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=1.2980266,queryMatchMigratory=0.0,queryMatchText=4.2459283,originalScore=6.3688927"
Berger Picard,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=1.0529089,queryMatchMigratory=0.0,queryMatchText=4.2249722,originalScore=6.3374586"
German Shepherd,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=0.0,queryMatchMigratory=0.0,queryMatchText=4.171444,originalScore=6.257166"
Kiang,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=1.2834918,queryMatchMigratory=0.0,queryMatchText=4.167766,originalScore=6.251649"
Agama Lizard,"queryMatchName=0.0,queryMatchGenus=0.0,queryMatchClass=0.0,queryMatchOrigin=0.0,queryMatchFun_Fact=7.5864735,queryMatchMigratory=0.0,queryMatchText=4.0948563,originalScore=6.1422844"
